,sentiment,sp500_open,sp500_high,sp500_low,sp500_close,sp500_avg_close,sp500_avg_volume,sp500_monthly_return,sp500_intra_volatility,sentiment_z,sp500_close_z,sentiment_pct_change,rolling_corr_12m
2025-07,61.7,6187.25,6427.02,6177.9702,6339.3901,6296.4982,5182040454.5455,2.1667,4.0313,-1.5871,3.1849,1.6474,0.1333
2025-08,58.2,6287.2798,6508.23,6212.6899,6460.2598,6408.9495,4731049047.619,1.9066,4.757,-1.8377,3.2639,-5.6726,0.0235
2025-09,55.1,6401.5098,6699.52,6360.5801,6688.46,6584.0181,5432124285.7143,3.5324,5.3288,-2.0597,3.4129,-5.3265,-0.1132
2025-10,53.6,6664.9199,6920.3398,6550.7798,6840.2002,6735.6917,5637463478.2609,2.2687,5.6415,-2.1671,3.5121,-2.7223,-0.1844
2025-11,51.0,6882.3198,6882.3198,6521.9199,6849.0898,6740.8858,5309482631.5789,0.13,5.526,-2.3533,3.5179,-4.8507,-0.3004
2025-12,52.9,6812.2998,6945.77,6720.4302,6845.5,6853.0255,4542222272.7273,-0.0524,3.3531,-2.2172,3.5155,3.7255,-0.2821
2026-01,56.4,6878.1099,7002.2798,6789.0498,6939.0298,6929.122,5422830000.0,1.3663,3.1408,-1.9666,3.5766,6.6163,-0.2249
2026-02,56.6,6916.6401,6993.48,6775.5,6878.8799,6893.8063,5983450526.3158,-0.8668,3.2172,-1.9523,3.5373,0.3546,-0.0643
2026-03,53.3,6824.3599,6901.0098,6316.9102,6528.52,6654.4191,5868390909.0909,-5.0933,9.2466,-2.1886,3.3085,-5.8304,-0.0034
2026-04,49.8,6556.5601,7219.8301,6474.9399,7209.0098,6957.0076,5031173809.5238,10.4233,11.5042,-2.4392,3.753,-6.5666,-0.4401
2026-05,44.8,7234.54,7599.3799,7174.1201,7580.0601,7412.5515,5627789000.0,5.147,5.9277,-2.7973,3.9954,-10.0402,-0.883
